"","book","release","chapter","page","variable_name","old_name","order","vector","item_id","lrn_question_reference","lrn_activity_reference","lrn_question_position","item_type","lrn_type","prompt","lrn_option_0","lrn_option_1","lrn_option_2","lrn_option_3","lrn_option_4","lrn_option_5","lrn_option_6","lrn_option_7","lrn_option_8","lrn_option_9","lrn_option_10","lrn_option_11"
"948",NA,"v5.1.1","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model","exp_pulse8",NA,1,TRUE,"Pulse_b4","70f6f75b-feaf-4c07-8d4f-76bb84e98a54","e4b3911b-53e3-4531-8c02-c3ce36e4cf89",NA,"learnosity","","I am confident in what I have learned so far in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"949",NA,"v5.1.1","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model","uv_pulse8",NA,2,TRUE,"Pulse_b4","70f6f75b-feaf-4c07-8d4f-76bb84e98a54","e4b3911b-53e3-4531-8c02-c3ce36e4cf89",NA,"learnosity","","I think what I have learned so far in this course is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"950",NA,"v5.1.1","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model","iv_pulse8",NA,3,TRUE,"Pulse_b4","70f6f75b-feaf-4c07-8d4f-76bb84e98a54","e4b3911b-53e3-4531-8c02-c3ce36e4cf89",NA,"learnosity","","I think this class is interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"951",NA,"v5.1.1","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model","cost_pulse8",NA,4,TRUE,"Pulse_b4","70f6f75b-feaf-4c07-8d4f-76bb84e98a54","e4b3911b-53e3-4531-8c02-c3ce36e4cf89",NA,"learnosity","","I am unable to put in the time needed to do well in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"952",NA,"v5.1.1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model","exp_pulse9",NA,1,TRUE,"Pulse_b5","689e1f6e-b658-46ec-b2a7-55c62d8768f9","a697f96d-bb8f-4c4f-b87b-fd9522ce6e08",NA,"learnosity","","I am confident in what I have learned so far in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"953",NA,"v5.1.1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model","uv_pulse9",NA,2,TRUE,"Pulse_b5","689e1f6e-b658-46ec-b2a7-55c62d8768f9","a697f96d-bb8f-4c4f-b87b-fd9522ce6e08",NA,"learnosity","","I think what I have learned so far in this course is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"954",NA,"v5.1.1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model","iv_pulse9",NA,3,TRUE,"Pulse_b5","689e1f6e-b658-46ec-b2a7-55c62d8768f9","a697f96d-bb8f-4c4f-b87b-fd9522ce6e08",NA,"learnosity","","I think this class is interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"955",NA,"v5.1.1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model","cost_pulse9",NA,4,TRUE,"Pulse_b5","689e1f6e-b658-46ec-b2a7-55c62d8768f9","a697f96d-bb8f-4c4f-b87b-fd9522ce6e08",NA,"learnosity","","I am unable to put in the time needed to do well in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"956",NA,"v5.1.1","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference","exp_pulse10",NA,1,TRUE,"Pulse_c1","ea751e20-cbd7-4774-a6ae-4267bdc3dac7","86fb6ed4-1381-4bf1-ab34-8bf49f1707c2",NA,"learnosity","","I am confident in what I have learned so far in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"957",NA,"v5.1.1","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference","uv_pulse10",NA,2,TRUE,"Pulse_c1","ea751e20-cbd7-4774-a6ae-4267bdc3dac7","86fb6ed4-1381-4bf1-ab34-8bf49f1707c2",NA,"learnosity","","I think what I have learned so far in this course is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"958",NA,"v5.1.1","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference","iv_pulse10",NA,3,TRUE,"Pulse_c1","ea751e20-cbd7-4774-a6ae-4267bdc3dac7","86fb6ed4-1381-4bf1-ab34-8bf49f1707c2",NA,"learnosity","","I think this class is interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"959",NA,"v5.1.1","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference","cost_pulse10",NA,4,TRUE,"Pulse_c1","ea751e20-cbd7-4774-a6ae-4267bdc3dac7","86fb6ed4-1381-4bf1-ab34-8bf49f1707c2",NA,"learnosity","","I am unable to put in the time needed to do well in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"960",NA,"v5.1.1","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1","exp_pulse11",NA,1,TRUE,"Pulse_c2","95d7b076-f71c-4bd3-9f3b-09702d97e82d","7b98fc9e-65a3-4dec-9eea-f4719b8a6de6",NA,"learnosity","","I am confident in what I have learned so far in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"961",NA,"v5.1.1","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1","uv_pulse11",NA,2,TRUE,"Pulse_c2","95d7b076-f71c-4bd3-9f3b-09702d97e82d","7b98fc9e-65a3-4dec-9eea-f4719b8a6de6",NA,"learnosity","","I think what I have learned so far in this course is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"962",NA,"v5.1.1","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1","iv_pulse11",NA,3,TRUE,"Pulse_c2","95d7b076-f71c-4bd3-9f3b-09702d97e82d","7b98fc9e-65a3-4dec-9eea-f4719b8a6de6",NA,"learnosity","","I think this class is interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"963",NA,"v5.1.1","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1","cost_pulse11",NA,4,TRUE,"Pulse_c2","95d7b076-f71c-4bd3-9f3b-09702d97e82d","7b98fc9e-65a3-4dec-9eea-f4719b8a6de6",NA,"learnosity","","I am unable to put in the time needed to do well in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"964",NA,"v5.1.1","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals","exp_pulse12",NA,1,TRUE,"Pulse_c3","f50886de-dfba-4893-9528-240f11dce578","4216da20-128f-4214-9c6e-6347518f0372",NA,"learnosity","","I am confident in what I have learned so far in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"965",NA,"v5.1.1","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals","uv_pulse12",NA,2,TRUE,"Pulse_c3","f50886de-dfba-4893-9528-240f11dce578","4216da20-128f-4214-9c6e-6347518f0372",NA,"learnosity","","I think what I have learned so far in this course is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"966",NA,"v5.1.1","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals","iv_pulse12",NA,3,TRUE,"Pulse_c3","f50886de-dfba-4893-9528-240f11dce578","4216da20-128f-4214-9c6e-6347518f0372",NA,"learnosity","","I think this class is interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"967",NA,"v5.1.1","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals","cost_pulse12",NA,4,TRUE,"Pulse_c3","f50886de-dfba-4893-9528-240f11dce578","4216da20-128f-4214-9c6e-6347518f0372",NA,"learnosity","","I am unable to put in the time needed to do well in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"968",NA,"v5.1.1","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","anx_ma_2",NA,1,FALSE,"Mid1_Conf_Conc","de28779e-8bad-4951-8712-548f86191cf9","Mid1_Survey_1222",3,"learnosity-activity","choicematrix","In general, I tend to feel very anxious about mathematics.	
","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"969",NA,"v5.1.1","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process","conf_2",NA,1,FALSE,"Mid1_Conf_Conc","689f9260-528a-421f-80b9-90227e901d44","Mid1_Survey_1222",2,"learnosity-activity","choicematrix","How confident are you in your R skills?	","Not at all confident","Only a little confident","Somewhat confident","Mostly confident","Completely confident","","","","",NA,NA,NA
"970",NA,"v5.1.1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","anx_ma_3",NA,1,FALSE,"Mid2_Conf_Conc","f9afdaf8-e7a9-48d9-b1ae-b7717b72e075","Mid2_Survey_1222",3,"learnosity-activity","choicematrix","In general, I tend to feel very anxious about mathematics.	
","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"971",NA,"v5.1.1","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind","conf_3",NA,1,FALSE,"Mid2_Conf_Conc","bb94cf81-2437-460e-bf34-1ef2ec6ff67c","Mid2_Survey_1222",2,"learnosity-activity","choicematrix","How confident are you in your R skills?	","Not at all confident","Only a little confident","Somewhat confident","Mostly confident","Completely confident","","","","",NA,NA,NA
"972",NA,"v5.1.1","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","anx_ma_4",NA,1,FALSE,"Post_Conf_Conc","e50c5eeb-425f-4e57-a94a-9c19c8738be1","Post_Survey_1222",5,"learnosity-activity","choicematrix","In general, I tend to feel very anxious about mathematics.	","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"973",NA,"v5.1.1","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","conf_4",NA,1,FALSE,"Post_Conf_Conc","b2446ac2-9bb3-4b3f-b3b2-ac5532e56d87","Post_Survey_1222",4,"learnosity-activity","choicematrix","How confident are you in your R skills?	","Not at all confident","Only a little confident","Somewhat confident","Mostly confident","Completely confident","","","","",NA,NA,NA
"974",NA,"v5.1.1","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","obst_4",NA,1,FALSE,"Post_Conf_Conc","bd80817d-eacd-46e5-b3e3-de797481aa54","Post_Survey_1222",6,"learnosity-activity","plaintext","What, if anything, made it hard to succeed in this class?","","","","","","","","","",NA,NA,NA
"975",NA,"v5.1.1","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","advice",NA,1,FALSE,"Post_Int_Bel_GO_Att","8bf842ac-6572-4448-820d-62e0b1ba7531","Post_Survey_1222",8,"learnosity-activity","plaintext","What advice would you give to future students who want to do well in this course?","","","","","","","","","",NA,NA,NA
"976",NA,"v5.1.1","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","sent_pro_4",NA,1,FALSE,"Post_R","fe0dabb2-1bcd-414b-b30a-4a7c60ec4da8","Post_Survey_1222",2,"learnosity-activity","choicematrix","In this class, you used R to analyze data. How do you feel about this now?","Strongly negative","Negative","Somewhat negative	","Somewhat positive	","Positive","Strongly Positive","","","",NA,NA,NA
"977",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","cs_prep",NA,1,FALSE,"Pre_CollegeOnly_v3","3b14f6db-8592-4748-82fa-99cdaf6d138d","Pre_Survey_1222",26,"learnosity-activity","mcq","Have you had experience with computer programming before?","No","Not a formal course, but I have tried programming on my own","Yes, I have used computer programming in a non-programming course","Yes, I have taken a computer programming class.","","","","","",NA,NA,NA
"978",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","edstatus",NA,1,FALSE,"Pre_CollegeOnly_v3","b533cd94-fda0-4125-92fb-61dc1976e064","Pre_Survey_1222",19,"learnosity-activity","mcq","Which of the following describes you?","I am a student at a community college.","I am a student at a four-year college/university and transferred from a community college.","I am a student at a four-year college/university and began here as a freshman.","None of the above","","","","","",NA,NA,NA
"979",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","finances",NA,1,FALSE,"Pre_CollegeOnly_v3","cbe2ff86-570d-4cb0-96dc-50214c93390a","Pre_Survey_1222",22,"learnosity-activity","mcq","During the past school year, how much have you been concerned about your finances?","Not at all concerned","Minimally concerned","Somewhat concerned","Moderately concerned","Very concerned","","","","",NA,NA,NA
"980",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","hs_country",NA,1,FALSE,"Pre_CollegeOnly_v3","7f04a03a-9f9e-4621-b732-636c292f452a","Pre_Survey_1222",21,"learnosity-activity","shorttext","If you did not graduate high school in the U.S., in what country did you graduate high school?","","","","","","","","","",NA,NA,NA
"981",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","hs_usa",NA,1,FALSE,"Pre_CollegeOnly_v3","d62ca872-9ec2-462a-9dec-e39a1cfb4fcc","Pre_Survey_1222",20,"learnosity-activity","mcq","Did you graduate high school in the U.S.?","Yes","No","","","","","","","",NA,NA,NA
"982",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ma_perf",NA,1,FALSE,"Pre_CollegeOnly_v3","4d7a1e15-7a68-4eb8-ad90-3a608eda0ba2","Pre_Survey_1222",25,"learnosity-activity","mcq","How well have you done in mathematics courses you have taken in the past?","Not at all well","Slightly well","Moderately well","Very well","Extremely well","","","","",NA,NA,NA
"983",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","major",NA,1,FALSE,"Pre_CollegeOnly_v3","2f484a95-6980-48d1-acd7-69e6911bbb8b","Pre_Survey_1222",23,"learnosity-activity","shorttext","What is your major?","","","","","","","","","",NA,NA,NA
"984",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","anx_ma_1",NA,1,FALSE,"Pre_Conf_Conc","7c927954-ea5a-4902-aed2-f608938278ea","Pre_Survey_1222",5,"learnosity-activity","choicematrix","In general, I tend to feel very anxious about mathematics.	","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree","","","",NA,NA,NA
"985",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","con_course",NA,1,FALSE,"Pre_Conf_Conc","a0874cf1-777a-492f-8914-bea759c935eb","Pre_Survey_1222",6,"learnosity-activity","plaintext","When I think about this class, I'm concerned that... (write not at all if you so choose)","","","","","","","","","",NA,NA,NA
"986",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","conf_1",NA,1,FALSE,"Pre_Conf_Conc","3b248561-1ced-41b0-b00d-612f35db0ae4","Pre_Survey_1222",4,"learnosity-activity","choicematrix","How confident are you in your R skills?	","Not at all confident","Only a little confident","Somewhat confident","Mostly confident","Completely confident","","","","",NA,NA,NA
"987",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","sent_pro_1",NA,1,FALSE,"Pre_R","892b0c40-064a-4083-b5b1-b392ba560903","Pre_Survey_1222",2,"learnosity-activity","choicematrix","In this class, you will use R (a programming language) to analyze data. How do you feel about this","Strongly negative","Negative","Somewhat negative	","Somewhat positive	","Positive","Strongly Positive","","","",NA,NA,NA
"988",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","age",NA,1,FALSE,"Pre_StudBack1_v2","83ffcc36-7ac6-4cd5-8298-182a5d1ba930","Pre_Survey_1222",14,"learnosity-activity","shorttext","What's your age, in years?","","","","","","","","","",NA,NA,NA
"989",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","gender",NA,1,FALSE,"Pre_StudBack1_v2","2d31ffac-d03d-42f9-9bcb-c17401e7f5fe","Pre_Survey_1222",9,"learnosity-activity","mcq","What best describes your gender?","Male","Female","Non-binary","Prefer to self-describe","","","","","",NA,NA,NA
"990",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","gender2",NA,1,FALSE,"Pre_StudBack1_v2","68decb3d-b22a-45de-a0fe-b0ff05cec14f","Pre_Survey_1222",10,"learnosity-activity","plaintext","If you indicated that you prefer to self-describe your gender, how do you describe yourself?","","","","","","","","","",NA,NA,NA
"991",NA,"v5.1.1","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","race1",NA,1,FALSE,"Pre_StudBack1_v2","a854c877-ef97-4ae2-a932-be82fc0eae87","Pre_Survey_1222",11,"learnosity-activity","mcq","Which of the following categories describe you? If you'd like to use more than one category or if you'd like to use a category not provided, please select ""prefer to self-describe"" and answer the next question.","American Indian or Alaska Native","Asian or Asian Am.","Black or African Am.","Hispanic, Latino, or Spanish Origin ","Middle Eastern or North African","Native Hawaiian or Pacific Islander","White ","Prefer to self-describe my race, ethnicity, or national origin","",NA,NA,NA
